Province/State,Country,Date,N,varN,C,varC,R,varR,D,varD,M,varM 
,Switzerland,2020-02-01,0.12990168295803467,0.06277677281979603-0.2654829791991373,0.006495084147901734,0.0031388386409898017-0.013274148959956867,7.868379435544139e-05,2.079036735456635e-05-0.00028875293654749546,0.006358125374500434,3.168598012335726e-05-0.6950949360175721,0.0006057180520198537,7.831148880912479e-05-0.004599677931460027
,Switzerland,2020-02-02,0.162784938293819,0.07924208365683605-0.3302772509629723,0.008139246914690949,0.003962104182841803-0.016513862548148614,0.00010477900558866536,2.7991739494117884e-05-0.0003803090327984293,0.00749061357686253,3.831689038440968e-05-0.7978065544172308,0.0006436652351677911,8.475224803556351e-05-0.0047993315577791575
,Switzerland,2020-02-03,0.2039922455445852,0.10002597337204269-0.4108853299231899,0.01019961227722926,0.005001298668602135-0.020544266496159494,0.00013952860435911124,3.768752454166349e-05-0.0005008952018115227,0.00882481682042681,4.633544813869934e-05-0.915695482233943,0.0006839897467015011,9.172273088627604e-05-0.0050076513621963225
,Switzerland,2020-02-04,0.2556307507636998,0.12626113367402092-0.5111667603991791,0.01278153753818499,0.006313056683701046-0.025558338019958955,0.00018580278868743694,5.074173780354642e-05-0.0006597161296591866,0.010396663918673174,5.60320457289914e-05-1.0510044108050465,0.0007268405234203984,9.926650505193512e-05-0.005225013513362169
,Switzerland,2020-02-05,0.3203410015081372,0.15937734245637641-0.6359230524359503,0.016017050075406863,0.00796886712281882-0.03179615262179752,0.00024742364794867804,6.83176724029915e-05-0.0008688950705570535,0.012248483205904964,6.775784576797633e-05-1.2063074243321248,0.0007723758332022104,0.00010743072159641895-0.005451810509356943
,Switzerland,2020-02-06,0.4014319715446487,0.2011793845073099-0.7911275786394011,0.02007159857723244,0.010058969225365496-0.03955637893197006,0.00032948085438311156,9.198156319785456e-05-0.0011443992494152807,0.014430142398563798,8.193749850426861e-05-1.384558968121695,0.0008207638597277634,0.00011626640971870367-0.0056884518869461925
,Switzerland,2020-02-07,0.5030502654658855,0.25394540947953487-0.984211579458079,0.02430021862488443,0.011844975825566897-0.04835828432449411,0.00043875205261632676,0.00012384215782957516-0.0015072586856268975,0.017000391484819497,9.908452054563957e-05-1.5891500525319,0.0008721833238871054,0.00012582879577353117-0.005935364961768941
,Switzerland,2020-02-08,0.6303921553972381,0.3205510874434372-1.2244199705094219,0.030451563608287453,0.014959510210597405-0.060152954363896644,0.000584262669924766,0.0001667386324235064-0.0019851714743836057,0.020028444805138684,0.00011981989188048356-1.8239727617704293,0.0009268241441814836,0.0001361776485515297-0.006192995600845993
,Switzerland,2020-02-09,0.7899692921233818,0.4046263282509274-1.523253987449466,0.038160056190165784,0.018892907996543057-0.07482429095646999,0.0007780313856594392,0.00022449359757183385-0.0026146180612114734,0.023595844927715822,0.00014489454468926354-2.0934942946572703,0.0009848881385859259,0.00014737765298597746-0.006461809028872754
,Switzerland,2020-02-10,0.9899416774898251,0.5107531055758413-1.895021861316106,0.04781987131058637,0.023860442714887176-0.09307388050190041,0.001036062833051443,0.00030225374058574415-0.003443645898317116,0.027798658511097203,0.00017521655837902087-2.402841945771373,0.0010465897704989716,0.000159498814634163-0.006742290669842578
,Switzerland,2020-02-11,1.2405349241545627,0.6447151665748505-2.3575238892206785,0.05992496475741015,0.030133976878424534-0.11577441301071595,0.0013796695271710375,0.00040694845948738626-0.0045355370434804285,0.03275006328641345,0.00021188404571003948-2.7579006434906006,0.0011121569415800982,0.00017261689747793407-0.0070349470256395145
,Switzerland,2020-02-12,1.5545631385010221,0.8138132356968488-2.932904699240606,0.07509433140142392,0.03805683626121526-0.14401140943840313,0.0018372322057645842,0.0005479073587467236-0.005973638659735865,0.03858339582408396,0.0002562249209868531-3.16542490026457,0.0011818318344638764,0.00018681389780192615-0.007340306593343595
,Switzerland,2020-02-13,1.9480841630891448,1.0272628903339955-3.6487135122574377,0.09410365714951875,0.04806259351176129-0.1791351246079334,0.0024465439810944616,0.0007376916333297123-0.007867725141588698,0.04545574215830907,0.00030984499051998606-3.633167304570121,0.0012558718085438833,0.00020217855714117352-0.007658920823111455
,Switzerland,2020-02-14,2.44122068247105,1.2966967912306613-4.539223160241718,0.11792498303853426,0.06069878847651481-0.22282510692706767,0.0032579319216935413,0.0009932134277381424-0.010362377506883567,0.05355216796125815,0.00037468610695611464-4.170025998598624,0.0013345503522425514,0.00021880691754429027-0.007991365118632632
,Switzerland,2020-02-15,3.0591891764232377,1.6367986373150492-5.6470710064108145,0.1477764095333108,0.07665688257790139-0.27717050103268964,0.004338413895986907,0.001337242918881669-0.013648019676997806,0.06309070218125715,0.0004530964935376676-4.7862139467919675,0.001418158095426881,0.00023680292267683008-0.008338239882326374
,Switzerland,2020-02-16,3.8335893310284797,2.0661033927157892-7.025300320153811,0.18518438240352225,0.09681008548788773-0.3447699318597888,0.0057772340188045985,0.001800437422646585-0.017975454075743413,0.07432820834925202,0.0005479157850873016-5.493453214738771,0.0015070038858999734,0.0002562790685946315-0.008700171607634592
,Switzerland,2020-02-17,4.804019833556412,2.608007394214719-8.739899825311614,0.23206174476312966,0.12226112279604501-0.42885574435088974,0.007693233909658723,0.0024240733428401878-0.023675006090082964,0.08756730166175684,0.0006625778654793342-6.305197953537776,0.0016014159341976382,0.00027735710835264174-0.009077814021003418
,Switzerland,2020-02-18,6.020103161998262,3.2920433838071683-10.872962980383344,0.29080554582268386,0.15440255691312918-0.5334485367419379,0.010244668603372073,0.0032637244131984815-0.03118173874288107,0.10316449811007225,0.0008012352258605864-7.236890330562509,0.0017017430312558871,0.0003001688149850956-0.009471849276427259
,Switzerland,2020-02-19,7.544022886596834,4.15548994627064-13.52661820249561,0.36441960679165675,0.19499295977534703-0.6635493725865955,0.013642277873461922,0.004394214009638819-0.04106866228373892,0.12153981510316168,0.0009689093472577224-8.306254273984859,0.001808355843895916,0.000324856807803454-0.009882989205784542
,Switzerland,2020-02-20,9.453703196268433,5.245403051761899-16.82791812949856,0.45666810973801486,0.2462531025126881-0.8253788563995212,0.01816669261445279,0.005916282845453706-0.05409047367751491,0.14318808211854056,0.001171672553682149-9.533632617325202,0.0019216482935093147,0.00035157544741572856-0.010311976628630329
,Switzerland,2020-02-21,11.846793184493169,6.621180400452496-20.934921886369132,0.5722680606474261,0.3109874214453924-1.0266744957412242,0.024191613989998896,0.007965566224099389-0.07124116474493619,0.1686922659645238,0.0014168679215486033-10.94237405533664,0.0020420390238317363,0.0003804918053831298-0.010759586725664131
,Switzerland,2020-02-22,14.84565955153057,8.357798291801291-26.044261370390647,0.7171304643032342,0.3927374013167703-1.2770605552462382,0.03221467986381104,0.01072468083451984-0.09382989633944323,0.19873916948804032,0.0017133752094341175-12.559277269347527,0.0021699729642856956,0.00041178671500788187-0.011226628480791059
,Switzerland,2020-02-23,18.603642899427523,10.549897374595847-32.400553511644695,0.8986625372015142,0.49597526095993044-1.5885080678123729,0.04289856797259571,0.014439498172798017-0.123580930236082,0.23413792647598142,0.002071932438832075-14.415100666735903,0.002305922996077064,0.0004456559104031507-0.01171394619758718
,Switzerland,2020-02-24,23.312897338153583,13.316939867846616-40.30810867595931,1.1261464023015102,0.6263485287861617-1.9759069691917965,0.05712573081821597,0.019441054754245932-0.16276524678991872,0.27584179079559135,0.0025055247719584606-16.545147426079765,0.00245039172907628,0.0004823112617496992-0.012222421097125393
,Switzerland,2020-02-25,29.214213970720635,16.809719190307625-50.145495046173316,1.4112136146615406,0.79098887564089-2.457777668434175,0.07607128318633921,0.026175051587843917-0.2143738950656537,0.3249738065283924,0.003029854769832072-18.989936970336025,0.002603913398545658,0.0005219821155169028-0.012752973005596685
,Switzerland,2020-02-26,36.60933009306426,21.2185765675388-62.383655142781635,1.768439758445485,0.998902082169212-3.057156010931354,0.10130006253779815,0.03524157168192137-0.2823463076622652,0.38285705036118217,0.0036639110610392615-21.795975632230732,0.002767055892044027,0.000564916749447618-0.013306562142071876
,Switzerland,2020-02-27,45.87635277222699,26.783772096645585-77.60844007261942,2.216089481686298,1.2614604479072282-3.8026938467059197,0.1348958791050227,0.04744855490230261-0.37187100800536416,0.4510502606208056,0.004430656015539202-25.01664115994724,0.0029404229184209936,0.0006113839533162149-0.01388419101923054
,Switzerland,2020-02-28,57.489084281394184,33.80857497790033-96.54863761056144,2.7770500059152523,1.5930245407405592-4.730027672373615,0.17963363126688453,0.0638837954527971-0.48978166369407766,0.5313898123919518,0.00535785732763605-28.713197872777716,0.0031246563328026656,0.0006616747479180261-0.014486906473113213
,Switzerland,2020-02-29,72.0412357026213,42.675785517144824-120.11083170898246,3.480000751007512,2.011728241733689-5.883480551325571,0.23920850226771426,0.08601187783912354-0.6450787173357478,0.6260391690447431,0.006479093623917905-32.95596175646606,0.0033204386339948694,0.0007161042565047125-0.015115801842161524
,Switzerland,2020-03-01,90.27676388211977,53.86858805787428-149.42275571176123,4.360878735284827,2.540469944072552-7.318178326766899,0.3185411690116589,0.11580468949744548-0.8496164116604258,0.7375471418225822,0.007834970514279895-37.82563763328603,0.0035284956539602904,0.0007750137450338186-0.015772019321308953
,Switzerland,2020-03-02,113.12787834065811,67.99686928003558-185.88720450350965,5.464714450481482,3.2081639974503555-9.102680758624059,0.42418423189733806,0.15591714035054483-1.1190076501532613,0.8689165263209223,0.009474591125348262-43.41485380604554,0.003749599463184544,0.0008387728502722253-0.016456752524072617
,Switzerland,2020-03-03,141.76265427532044,85.83043296026773-231.2490706228713,6.847931722088202,4.051320656335566-11.322252539465744,0.5648634349857727,0.20992374802371683-1.4738157614590044,1.023684964110349,0.011457334371705428-49.82992331957969,0.003984571521133759,0.0009077820181429722-0.017171249295005388
,Switzerland,2020-03-04,177.64467480478987,108.34091622873062-287.67868882645143,8.58122858213958,5.1160406533366185-14.082929283222661,0.7521983786891832,0.28263717128395516-1.9411241342781973,1.2060202069448738,0.013855005365042522-57.19286527816714,0.004234286108017359,0.0009824751789468227-0.017916814827189324
,Switzerland,2020-03-05,222.60773414489964,136.75468353913897-357.87544064276085,10.753185562915142,6.460533032627108-17.5165708878082,1.0016622520586933,0.380537076769957-2.556603530427341,1.4208323488113042,0.016754435838341384-65.64372458314861,0.004499674083231503,0.001063322691511032-0.018694815155604123
,Switzerland,2020-03-06,278.9493932111143,172.61956799957966-445.19651916514465,13.474784500742295,8.15829324016556-21.787140798443815,1.3338598529256227,0.5123475559631215-3.3672348677603927,1.6739060479573182,0.02026062875947965-75.34323410391143,0.004781727027870363,0.0011508345953016477-0.019506681118380463
,Switzerland,2020-03-07,349.54812694807384,217.88907666594994-553.8169260051934,16.885066688179034,10.30211417407284-27.098506641035012,1.7762294518218285,0.6898145466854153-4.434895289567236,1.97205629928347,0.0245005610164648-86.47586977264474,0.005081501844481894,0.001245564218596935-0.02035391290572341
,Switzerland,2020-03-08,438.00998360123117,275.0286158860456-688.9282167027707,21.158216202485033,13.009147816725752-33.70412785756201,2.365309060428594,0.9287525356856423-5.841081218631549,2.323311951584627,0.02962778188855107-99.25335651923393,0.005400125908047785,0.0013481122026481618-0.021238085352731886
,Switzerland,2020-03-09,548.8521453087403,347.14947329630263-856.9852873022097,26.51242512046564,16.427291519843756-41.91908222013911,3.1497542774726526,1.2504538140519816-7.6931288564348455,2.7371319111464274,0.03582797383684988-113.9186914749121,0.0057388028896213075,0.001459131017276167-0.022160854180148865
,Switzerland,2020-03-10,687.7326037017697,438.17777464689664-1066.0126731600328,33.22098531818081,20.743243865437154-52.13498879109397,4.19435695258113,1.683585863124948-10.132406845456398,3.2246598532442894,0.043325676998395346-130.7507606288051,0.006098819410341615,0.0015793300638107925-0.023123963449815654
,Switzerland,2020-03-11,861.7374240573968,553.0674901607129-1325.9844922884529,41.62616050433381,26.192663809499614-64.83851391588661,5.585396554777847,2.2667459433993873-13.34510627217803,3.7990242998379156,0.05239242091106668-150.06963629942067,0.006481552731549729,0.0017094814883447992-0.024129254583920942
,Switzerland,2020-03-12,1079.7398623341574,698.0688869076685-1649.2954011028683,52.156526612054655,33.07297784073021-80.6343035504902,7.437766177283983,3.0519005171798548-17.57645131002049,4.475692143094701,0.06335655795950686-172.24265558754874,0.006888479750303177,0.0018504268641864143-0.025178677405150243
,Switzerland,2020-03-13,1352.8490322874902,881.0667199270958-2051.3438398997473,65.34863397576316,41.759518357743445-100.27337435637602,9.904461632670538,4.109015973320246-23.149414664394193,5.272885133166525,0.07661515465980369-197.69139464032338,0.007321187653823718,0.002003084950166648-0.02627430379654982
,Switzerland,2020-03-14,1694.970021042052,1112.0060559161261-2551.253530905885,81.87404683803288,52.72584858173659-124.68822233122454,13.18921717539313,5.532293260218672-30.489365422774764,6.212070543580189,0.09264837142502451-226.89967034247056,0.007781386698087156,0.002168460795134812-0.027418344765808043
,Switzerland,2020-03-15,2123.502458866433,1403.4280818639306-3172.764747292862,102.57306115819058,66.56934230806546-155.03617557951205,17.56333111172711,7.448561921531564-40.15652901523153,7.318539224259387,0.11203685157356459-260.4227202599639,0.008270925723864129,0.0023476565439927415-0.02861317194244721
,Switzerland,2020-03-16,2660.2107037196747,1771.143740906125-3945.3333637349033,128.49669699187777,84.04334885120028-192.7528299926392,23.38807031243521,10.02858138639684-52.88873403683764,8.622086604245652,0.1354827493212965-298.89773363315607,0.008791811219965596,0.0025418844142749823-0.029861344856053032
,Switzerland,2020-03-17,3332.306131707455,2235.0797486631936-4905.483134626307,160.95891266833985,106.09759351612678-239.6177628142825,31.144502883133768,13.50225630738077-69.65770369799876,10.157814976837273,0.16383515828325437-343.05593133525605,0.009346231004045087,0.0027524824643820438-0.031165645762600277
,Switzerland,2020-03-18,4173.79061658218,2820.3396682322636-6098.464918865148,201.60139811534296,133.92885069784717-297.8351132294914,41.473220797160465,18.17912129199514-91.74317973416876,11.967078663543578,0.19812086137347001-393.7364214112157,0.009936583937006865,0.0029809339782802357-0.032529124334754925
,Switzerland,2020-03-19,5227.120127153767,3558.5324309796642-7580.2853773711395,252.47377261744884,169.04438780874375-370.1320351283175,55.227229416394906,24.475919511213934-120.83052115831194,14.09859749759458,0.2395815157036768-451.9020895792514,0.010565517545598637,0.0032288915644627407-0.033955155250628775
,Switzerland,2020-03-20,6545.258286122977,4489.432083804117-9420.176382259924,316.13252759890383,213.34121748296084-459.87843240575125,73.54236525111928,32.9537310399114-159.13920060743234,16.609768595921988,0.28971861912163005-518.6578214588187,0.011235976035818353,0.003498207432927675-0.035447512655673336
,Switzerland,2020-03-21,8194.201221370802,5663.045571022412-11703.583844511677,395.7625914079844,269.2048088905649-571.2317225650281,97.93104556096864,44.36795636796923-209.59195953533418,19.56821172198963,0.35034788683674983-595.2713958950155,0.011951261985800469,0.0037909718046558283-0.03701046670148802
,Switzerland,2020-03-22,10256.066084871878,7142.179683334623-14535.758931972263,495.32589789619027,339.6315778193275-709.3105402512095,130.40707073994716,59.73560350956577-276.0374524300936,23.053589823546186,0.4236650073595649-683.1974372577258,0.01271511607479821,0.004109562066152169-0.03864890897021146
,Switzerland,2020-03-23,12832.844361355275,9005.613085013045-18046.03253857131,619.7417188877023,428.3801550705907-880.4011277485041,173.65174792777694,80.42586445140965-363.54323308192556,27.159753727518165,0.5123251590721773-784.10486975235,0.013531820618873118,0.004456706164056207-0.040368515685725685
,Switzerland,2020-03-24,16050.92437957453,11351.992872400724-22392.84043496482,775.1036117132895,540.1570363545992-1092.1994144828038,231.23498651891066,108.28203361781536-478.7812011230604,31.997268686776465,0.6195391670718782-899.9083794076258,0.014406334554361667,0.004835564917827071-0.042175960336187875
,Switzerland,2020-03-25,20066.480144235153,14304.584358493961-27769.534350413054,968.9373770266692,680.8425877396096-1354.0900873355642,307.90950220691167,145.7855987111348-630.5345042234718,37.69639073319948,0.7491897825334839-1032.8044603943558,0.01534446998146659,0.005249839513746342-0.04407919086786082
,Switzerland,2020-03-26,25071.797725886296,18017.0025113333-34410.95255088031,1210.5030150914451,857.7632543637952-1677.4607563411457,410.002208093522,196.27706467365357-830.3638495278656,44.41057287209074,0.9059722955377401-1185.312702631539,0.016353123640200726,0.0057039125663097155-0.046087791185328346
,Switzerland,2020-03-27,31302.553973709306,22680.035252056936-42600.61739230072,1511.1407055687575,1080.014769486139-2076.0438764983282,545.9347275208304,264.2530769596995-1093.4828043317816,52.32059537641672,15.0-1360.32306826103,0.01744058098196573,0.006203033973105244-0.04821345258855405
,Italy,2020-01-22,8.502396772374329,4.602441982276021-15.538435420491158,0.4251198386187165,0.23012209911380108-0.776921771024558,0.1294683229921295,0.05666946562927546-0.2912065861006907,0.29549855710447476,0.09208558312796243-0.9178989351102603,0.015227273727426265,0.003647050947905808-0.06327219055060894
,Italy,2020-01-23,9.893321807468933,5.3801029415605-17.99726635214915,0.49466609037344667,0.269005147078025-0.8998633176074575,0.15529224170041658,0.06835443151118234-0.3473410456216052,0.35059799293223665,0.11009911205923058-1.0807140847020031,0.015696673445230416,0.003798045223852553-0.06456029733900573
,Italy,2020-01-24,11.511790988575912,6.2891628963331305-20.84518659501596,0.5755895494287956,0.31445814481665657-1.042259329750798,0.18626703246585538,0.0824487800335429-0.41429626809300185,0.41597141369555246,0.1316363980217884-1.27240906968193,0.016180543292586124,0.003955291052815821-0.06587462829664589
,Italy,2020-01-25,13.395028630809762,7.351823908230879-24.14376603064024,0.6697514315404881,0.367591195411544-1.2071883015320122,0.2234200948225949,0.09944931406934077-0.4941581184726756,0.4935345333565683,0.15738674866692012-1.4981065380540581,0.01667932939752803,0.004119047291260699-0.06721571743842111
,Italy,2020-01-26,15.586348608119652,8.594039439986188-27.96431734199043,0.7793174304059827,0.42970197199930943-1.3982158670995215,0.2679837547157814,0.1199552748018047-0.5894145435240987,0.585560274828454,0.18817431210425858-1.7638377825268272,0.017193491654368377,0.004289583519411834-0.0685841096774215
,Italy,2020-01-27,18.13615054003894,10.046148212578222-32.38943768501771,0.9068075270019471,0.5023074106289112-1.6194718842508857,0.32143613937607807,0.14468946399887098-0.7030330790967838,0.6947453760509267,0.224984454016673-2.076703913855876,0.017723504150809057,0.0044671804866127564-0.06998036105186616
,Italy,2020-01-28,21.103078940543313,11.743615161106947-37.51479430056543,1.0551539470271656,0.5871807580553473-1.8757397150282715,0.38555020514410715,0.1745237215957896-0.8385532980820731,0.8242894155916264,0.26899529459160443-2.4450656226822827,0.01826985560876554,0.004652130575407664-0.07140503895761444
,Italy,2020-01-29,24.555371986119436,13.727897584713867-43.45119266245526,1.227768599305972,0.6863948792356934-2.1725596331227632,0.46245254444037626,0.21050965662846766-1.000197079075693,0.9779885735435189,0.32161541461694915-2.8787666007908674,0.018833049839431862,0.004844738285178581-0.07285872238655257
,Italy,2020-01-30,28.57243092024797,16.04745764308007-50.32697186308077,1.4286215460123985,0.8023728821540035-2.5163485931540386,0.554693922438279,0.25391571473186814-1.1930001309439449,1.1603468752899067,0.38452893753505824-3.389396592165473,0.019413606213155382,0.005045320736218137-0.07434200217119043
,Italy,2020-01-31,33.24664618460884,18.75894592569513-58.290779008812706,1.6623323092304423,0.9379472962847566-2.9145389504406354,0.6653338830570167,0.30627188877086003-1.4229688706709183,1.3767081780240342,0.4597494303174381-3.990601103206261,0.020012060144731995,0.005254208195168506-0.07585548123585141
,Italy,2020-02-01,38.6855222699595,21.928584997430633-67.51478258651642,1.9342761134979751,1.0964292498715318-3.375739129325821,0.7980422305521666,0.369423648578167-1.6972675416875935,1.6334127677513792,0.5496843482706633-4.69844604829392,0.020628963594783133,0.005471744622813104-0.07739977485489656
,Italy,2020-02-02,45.01415014739407,25.63378670691461-78.19839424609049,2.2507075073697034,1.2816893353457306-3.9099197123045246,0.9572207527222366,0.44559699073146214-2.0244414019539976,1.9379831556809952,0.6572120863440825-5.531847074849406,0.021264885587929987,0.005698288245269687-0.07897551091848294
,Italy,2020-02-03,52.37808413126384,29.965042751939105-90.57257942663331,2.618904206563192,1.4982521375969553-4.528628971331666,1.1481492231355848,0.5374769012633562-2.414682934729873,2.2993445185603583,0.7857741029824835-6.513075040368265,0.021920412748550083,0.005934212149701773-0.0805833302064491
,Italy,2020-02-04,60.946689321870096,35.02813466789812-104.90484997226402,3.047334466093505,1.7514067333949062-5.245242498613202,1.3771605250815147,0.6483019969796999-2.880149375229538,2.7280862426972403,0.9394850649648023-7.668351148778757,0.022596149854973907,0.006179904905741781-0.08222388667099305
,Italy,2020-02-05,70.91703659247719,40.946717203786285-121.50504661169029,3.5458518296238597,2.0473358601893143-6.075252330584515,1.651850705872095,0.7819786813278802-3.4353414449632034,3.236772235889954,1.1232645384321767-9.028547649249548,0.02329272041307098,0.00643577121390647-0.08389784772893936
,Italy,2020-02-06,82.518434669405,47.86533816579128-140.73203623035627,4.12592173347025,2.393266908289564-7.036601811517814,1.9813309287043368,0.9432188386078325-4.097555092315023,3.840309100545089,1.3429944408938501-10.630012821254539,0.02401076725027779,0.006702232582380398-0.08560589456450328
,Italy,2020-02-07,96.01770349449663,55.952968463228174-163.00146861219957,4.306219084351385,2.302982332787962-7.655407340236533,2.3765296789617434,1.1377059199995903-4.887420312191772,4.556382956772889,1.60570729347709-12.515542290642774,0.02475095313124165,0.006979728033655524-0.08734872244363127
,Italy,2020-02-08,111.72531009172631,65.40712854521317-188.79476019417785,5.01067595515752,2.694766877831863-8.864148460280097,2.850555248681012,1.3722952756358329-5.829543830233768,5.405977715891279,1.9198112984436067-14.735522631362793,0.025513961396398995,0.0072687148426386905-0.08912704104116193
,Italy,2020-02-09,130.0025079742637,76.4587119725074-218.66949885167946,5.830373967172697,3.1531841670848824-10.263723511043487,3.4191305222153194,1.6552557940498487-6.9532756726048985,6.413989991480563,2.295359445577772-17.349277810790763,0.026300496624974322,0.00756966930798422-0.09094157478228405
,Italy,2020-02-10,151.26964417859028,89.37762388193647-253.27149438461146,6.7841647785235315,3.6895637636908414-11.88425728882459,4.101114484198654,1.9965613663245398-8.293623501543435,7.609958666836478,2.744371260178686-20.426654456243128,0.027111285324085528,0.00788308755857307-0.09279306320001202
,Italy,2020-02-11,176.0158248255155,104.47937198490135-293.3487348588429,7.893983714273827,4.31716107224312-13.760629215940197,4.9191277472858985,2.408242448474984-9.892343199853471,9.02893049733017,3.2812174901552043-24.049888300953267,0.027947076645876756,0.008209486397252783-0.0946822613107116
,Italy,2020-02-12,204.81016129703613,122.1327709806114-339.7675500348261,9.185354117824643,5.051484602003405-15.933223554714141,5.900302847203192,2.9048101139142144-11.799239677699333,10.712487112221385,3.9230800440453115-28.31580167991896,0.02880864313487837,0.008549404184173773-0.09660994001006057
,Italy,2020-02-13,238.31485539495793,142.76894842390064-393.53133066165447,10.687974170441926,5.910678821889061-18.448797933776753,7.077184190803852,3.503767542939958-14.073718423402772,12.709963509653466,4.6905019001205375-33.338390790145155,0.029696781508122404,0.008903401762317076-0.09857688649226418
,Italy,2020-02-14,277.30042403934533,166.89187182684535-455.80220744373514,12.436399655954869,6.91597204532987-21.36148882617436,8.488807506315982,4.226226978091421-16.7866361303421,15.07989374940805,5.608044586159106-39.251871841972715,0.03061231347093624,0.00927206342811122-0.10058390469584205
,Italy,2020-02-15,322.6634131329504,195.09065386349022-527.9261571686421,14.470838347417079,8.09220038394407-24.733975549201666,10.18199459837511,5.097653891578531-20.02250804769965,17.89172620485818,6.705074272119887-46.21426748628487,0.031556086571797703,0.009655997950391617-0.10263181577990864
,Italy,2020-02-16,375.44700727731765,228.05393588747313-611.4620771687667,16.838074250367907,9.468420680875681-28.638827744940357,12.21290635116509,6.148764594789984-23.882140813719293,21.227858633381686,8.016701633980505-54.411629333452844,0.03252897510019099,0.01005583964137304-0.1047214586355715
,Italy,2020-02-17,436.8650083719667,266.58670061320527-708.2154545335427,19.592542911228634,11.07862752329056-33.160065219307434,14.648905487797334,7.4166089281583965-28.485772782190487,25.1860526945633,9.58490556811886-64.06300936886309,0.03353188103205691,0.010472249483800454-0.10685369043792223
,Italy,2020-02-18,508.32973326201545,311.6299239777726-820.2773550887142,22.797582456537583,12.962591992325438-38.39496354787252,17.570790866897752,8.945876192988061-33.97681965852698,29.88229866217328,11.459876719270685-75.4263130697436,0.034565735028214445,0.010905916319024255-0.10902938724507862
,Italy,2020-02-19,591.4844702634979,364.28354532197574-950.0695711817641,26.526889047081394,15.166842800005282-44.456144092994705,21.075477418784796,10.79047035510682-40.52634211290607,35.45421426460306,13.701623819524352-88.80519057186251,0.035631497492057525,0.011357558101439735-0.11124944465193028
