Province/State,Country,Date,N,varN,C,varC,R,varR,D,varD,M,varM 
,Switzerland,2020-02-01,0.24582345726111177,0.11176255401931844-0.5325097859829274,0.012291172863055588,0.0055881277009659225-0.026625489299146373,7.819770063578781e-05,2.9367001118316775e-05-0.00020479510001109868,1.1394967216412619e-38,8.955002962711775e-48-7.524994488206805e-30,0.00031810512107771237,5.514828439088685e-05-0.001832412491000334
,Switzerland,2020-02-02,0.3036400287187731,0.13910695639015822-0.6527493642509914,0.015182001435938655,0.006955347819507911-0.03263746821254957,0.00010414589798372419,3.943356585320507e-05-0.0002705262935065889,7.48598018374293e-38,8.341508350292592e-47-3.4865710307150986e-29,0.0003429913322797851,6.041149637649024e-05-0.0019447359106027325
,Switzerland,2020-02-03,0.3750547947543905,0.17314158047298417-0.800138771148476,0.01875273973771953,0.00865707902364921-0.0400069385574238,0.00013870443732482215,5.295079704022106e-05-0.0003573546216366817,4.917951780561174e-37,7.770043387783693e-46-1.6154400606237376e-28,0.00036982446102483386,6.6177016974466e-05-0.0020639445513923843
,Switzerland,2020-02-04,0.46326598730523666,0.2155032898495806-0.9808083710638712,0.023163299365261833,0.01077516449247903-0.04904041855319356,0.00018473047240394788,7.110153105667484e-05-0.00047205143702569083,3.2308727945138024e-36,7.23772868319693e-45-7.484851352455337e-28,0.00039875682106191984,7.24927857003829e-05-0.0021904604674721144
,Switzerland,2020-02-05,0.5722240467200441,0.26822943124519666-1.202272746353771,0.028611202336002207,0.013411471562259834-0.060113637317688554,0.00024602924097061096,9.547406273686266e-05-0.000623561430862884,2.1225378938421526e-35,6.741882107625546e-44-3.467971429823466e-27,0.00042995264246729344,7.941131746221022e-05-0.0023247315850767605
,Switzerland,2020-02-06,0.7068085370430536,0.3338558186041526-1.4737432480166026,0.03534042685215268,0.01669279093020763-0.07368716240083013,0.00032766866572773957,0.00012820113041127262-0.0008237001893240166,1.394411788184863e-34,6.280005281027483e-43-1.6068222696401554e-26,0.00046358900403006934,8.699013928227229e-05-0.0024672332888128106
,Switzerland,2020-02-07,0.8730466705732198,0.4155386903453648-1.80651111820302,0.04181591386669173,0.018940514855298976-0.08848913624818174,0.00043639834872687144,0.00017214654291939792-0.0010880756382384128,9.160657346424296e-34,5.849770983851056e-42-7.444922365877176e-26,0.0004998568386273595,9.529226871885306e-05-0.002618470105236375
,Switzerland,2020-02-08,1.078383227798495,0.5172065051391078-2.214417118801895,0.05165082401841514,0.023591987885445784-0.10845251856858516,0.0005812075998922961,0.00023115577954555954-0.0014373052353440843,6.018139241911897e-33,5.449011431071274e-41-3.4494710511045468e-25,0.0005389620173144047,0.00010438673797402081-0.002778977489769791
,Switzerland,2020-02-09,1.3320139603384715,0.6437488765576289-2.7144271978885914,0.06379885782132771,0.02938560363228559-0.13291951969883373,0.0007740686351096068,0.0003103924918300753-0.001898623833502066,3.95364639953234e-32,5.075707349554833e-40-1.5982504514681434e-24,0.0005811265183083456,0.00011434916805708147-0.002949323723335616
,Switzerland,2020-02-10,1.6452974073128062,0.8012517330424624-3.327338135502625,0.07880404986831804,0.036601766154800854-0.16290608627780898,0.0010309263883492062,0.0004167903531218761-0.002508007604917477,2.5973675955641624e-31,4.727977803720492e-39-7.405206386063486e-24,0.0006265896875343493,0.0001252623977932186-0.0031301119254921656
,Switzerland,2020-02-11,2.032263566855913,0.9972900126871821-4.078642515319052,0.09733838832734373,0.0455897106189072-0.1996573357505007,0.0013730167712988342,0.0005596597953370012-0.003312979661697308,1.706353513881428e-30,4.4040707182289605e-38-3.431069365243927e-23,0.0006756095979337019,0.0001372171729282388-0.0033219821912891085
,Switzerland,2020-02-12,2.5102422015051182,1.2412919692503779-4.9995889939139975,0.12023190855959653,0.05678439694685952-0.2446992481800405,0.0018286223686268246,0.0007515027259186931-0.004376316170511247,1.120997397252533e-29,4.102354049949003e-37-1.5897243608591935e-22,0.000728464515308682,0.00015031290108716893-0.0035256138595290564
,Switzerland,2020-02-13,3.1006389130289618,1.5449926096295803-6.128481959771179,0.14850986436365068,0.07072754919368161-0.29990201670076155,0.002435410722320786,0.0010091065174719018-0.0057809419846099235,7.364447955385949e-29,3.821307564720639e-36-7.365702276699838e-22,0.0007854544791033646,0.00016465847890161352-0.003741727920624768
,Switzerland,2020-02-14,3.8298937386822502,1.922998069318646-7.51227462725259,0.18343864133556728,0.08809385786738705-0.36755768576408426,0.0032435485245388474,0.0013550130005276658-0.007636397581560317,4.838110580855386e-28,3.559515177480333e-35-3.4127658457507e-21,0.0008469030071980153,0.0001803731982337319-0.003971089572786745
,Switzerland,2020-02-15,4.730665192953821,2.3934880672055807-9.208521809790144,0.2265824682440253,0.10972361195661332-0.4504752990858415,0.004319849187231422,0.0018194910048463706-0.010087381634108154,3.178420722691875e-27,3.3156578171532056e-34-1.581243753873349e-20,0.0009131589345332878,0.00019758773909966292-0.004214510935868281
,Switzerland,2020-02-16,5.8432927722340615,2.979090220896223-11.28777356795995,0.27987346574864747,0.13666333818175555-0.552097505534942,0.005753296691989125,0.002443185058091804-0.013325035410826384,2.0880792453179163e-26,3.088506780361874e-33-7.326408907533728e-20,0.0009845983961863803,0.00021644525763935598-0.004472853932841856
,Switzerland,2020-02-17,7.21760340595561,3.70796826771961-13.836509252280747,0.3456981688618419,0.17021641195004186-0.6766434611780987,0.007662402408562099,0.0032806720184046776-0.017601849026090365,1.3717740082674756e-25,2.876917540463024e-32-3.3945599689425983e-19,0.0010616269664026515,0.0002371025783012364-0.004747033349591055
,Switzerland,2020-02-18,8.91514273410871,4.615176521837238-16.960733917477963,0.42700439696771597,0.2120060863541424-0.8292839561361787,0.010205003112526657,0.004405236866889983-0.023251352010473535,9.011937329379176e-25,2.6798239807180145e-31-1.5728083878717804e-18,0.0011446819660534467,0.00025973150031853316-0.005038020084488013
,Switzerland,2020-02-19,11.011931105858137,5.74434569864775-20.790386605300984,0.527433255927645,0.2640539855671257-1.0163560308997874,0.013591310260479878,0.005915285569594682-0.03071412377993201,5.920436889690807e-24,2.4962330225410388e-30-7.287325154342197e-18,0.0012342349520557353,0.00028452022956063956-0.005346844600101676
,Switzerland,2020-02-20,13.601867676932098,7.149781168888084-25.484743716435602,0.6514821815106027,0.32887785610840203-1.245625983485778,0.018101289381163867,0.007942956171614564-0.040572152441962994,3.8894603550495325e-23,2.3252196217583855e-29-3.3764512139311557e-17,0.0013307944034672901,0.00031167494796080676-0.005674600590366415
,Switzerland,2020-02-21,16.80093498325177,8.899074531588429-31.239042013769886,0.804706322310436,0.4096132997272688-1.5266116738363418,0.02410780643624137,0.010665681643993539-0.05359422142495615,2.555200255549435e-22,2.1659221076670934e-28-1.5644180215101511e-16,0.0014349086202805705,0.00034142153396676513-0.0060224488776576095
,Switzerland,2020-02-22,20.752392179187865,11.076354069202294-38.29259642667332,0.9939672754307323,0.5101653699314537-1.8709774878050052,0.032107454792487236,0.014321716299481336-0.07079586342508801,1.678651470886815e-21,2.0175378414076525e-27-7.248449898899298e-16,0.0015471688524028148,0.0003740074488525755-0.00639162155550221
,Switzerland,2020-02-23,25.63318934781604,13.786330353869593-46.93874984784008,1.2277403060008774,0.6353973563035549-2.293018331002079,0.042761611446544105,0.019230984428301064-0.09351855720074423,1.1027984028220722e-20,1.8793191717757617e-26-3.35843906260649e-15,0.001668212677958758,0.0004097038052918231-0.0067834263941379536
,Switzerland,2020-02-24,31.66188988752003,17.159331483585785-57.53706808485939,1.5164937963590779,0.7913658761623656-2.8102527062260463,0.05695111685282004,0.0258230755298405-0.12353434340058463,7.244888759573285e-20,1.7505696680959361e-25-1.5560724147315865e-14,0.0017987276519228913,0.00044880763635288045-0.00719925152787885
,Switzerland,2020-02-25,39.10845538348297,21.35756997243075-70.52828616961843,1.8731578988085085,0.9856136282558972-3.444149438115281,0.0758490990436178,0.03467483588408447-0.1631840179150671,4.759565574657498e-19,1.6306406111751256e-24-7.20978202894473e-14,0.001939455248228797,0.0004916443850725725-0.00764057044531339
,Switzerland,2020-02-26,48.30633057849115,26.5829424768814-86.45262615233698,2.313703350581762,1.2275339455012744-4.221018129274053,0.10101796281797253,0.04656084594069015-0.21555967977942528,3.126820191618608e-18,1.518927724656424e-23-3.3405229996227426e-13,0.002091195120975546,0.0005385706370405212-0.008108947305848206
,Switzerland,2020-02-27,59.66736875447377,33.086737140670174-105.9722459656373,2.857856327648433,1.5288247469582528-5.173100188206609,0.13453856263080155,0.06252120058495841-0.28474586962961507,2.054180020708619e-17,1.4148681303033162e-22-1.547771328759852e-12,0.002254809713235663,0.0005899771210400846-0.008606042609127687
,Switzerland,2020-02-28,73.70026456728458,41.181714900058026-129.8987496084609,3.529981282712781,1.9040537993514535-6.339905534771597,0.17918223860753696,0.08395252343754371-0.37613810385894975,1.3495037446633871e-16,1.3179375118725753e-21-7.171320438151593e-12,0.0024312292453706557,0.0006462920058167789-0.009133619247566102
,Switzerland,2020-02-29,91.0333177321662,51.25714497708591-159.22689767370346,4.360171199674197,2.371362561920183-7.769850196751062,0.23863993881828968,0.11273017944921818-0.4968636452474513,8.865631728967368e-16,1.227647473286801e-20-3.32270251238322e-11,0.002621457118814504,0.0007079845245759361-0.009693548976822064
,Switzerland,2020-03-01,112.44254380752733,63.797516421573285-195.1759125183563,5.3855939307286755,2.9533425614309734-9.522262366270125,0.3178273705375256,0.1513723800687013-0.6563373235914636,5.8243207004422865e-15,1.1435430777944147e-19-1.539514526092431e-10,0.002826575776172088,0.0007755689629705957-0.010287819344790693
,Switzerland,2020-03-02,138.8863861072559,79.40582366834171-239.2400843295336,6.652154666751092,3.6781265448053824-11.669839577864977,0.4232914088664205,0.20326054107725966-0.866995751440862,3.826316348192282e-14,1.065200555718493e-18-7.13306402609484e-10,0.003047753064433047,0.000849609051287931-0.010918541126934049
,Switzerland,2020-03-03,171.5485758314489,98.83254298966762-293.25076529020276,8.216548621274665,4.580746979185601-14.301658094212357,0.5637513624416159,0.2729351755686086-1.1452671916497619,2.5137174873169233e-13,9.922251692445619e-18-3.3049770910257833e-09,0.0032862491554317354,0.0009307228074869992-0.011587956324967709
,Switzerland,2020-03-04,211.89104850277025,123.0116887647288-359.4523038505724,10.148795288433078,5.7048273015310045-17.526858055823183,0.7508198450414505,0.3664932142256505-1.5128527097646205,1.6513991607170903e-12,9.242492234885401e-17-1.5313017704938517e-08,0.0035434240867972975,0.0010195878849562337-0.01229844679767051
,Switzerland,2020-03-05,261.7192691904674,153.10567641928426-440.5950376132345,12.535366904230465,7.1046872656713065-21.479155325368822,0.9999628503785153,0.4921215203589736-1.9984185180443008,1.0848948625996895e-11,8.609302138238935e-16-7.095011698219544e-08,0.003820745998074707,0.001116947487708589-0.013052543607668566
,Switzerland,2020-03-06,323.2628656204018,190.56113846374637-540.0491528781241,15.483049897173485,8.847963539340714-26.3223642600596,1.3317784026496533,0.66081328470808-2.6398314815154036,7.127270564822847e-11,8.0194910013258e-15-3.2873462284074806e-07,0.004119800151167138,0.001223616926693355-0.013852937187492836
,Switzerland,2020-03-07,399.27513994447065,237.1783606831023-661.9440568077557,19.123710248060945,11.018871284992528-32.2571560912252,1.7736994920922937,0.8873299875123032-3.487112109333702,4.682295718726541e-10,7.470086992846488e-14-1.5231328269875495e-06,0.004442298842695219,0.0013404909046113014-0.014702488453374912
,Switzerland,2020-03-08,493.1558542545341,295.1976510516285-811.338924309599,23.620173103767314,13.722262943622031-39.529326606520556,2.3622620796608844,1.1914931029544809-4.606335297880633,3.076057376832602e-09,6.958321877469495e-13-7.057162365781928e-06,0.004790092339533787,0.0014685516339159623-0.01560424102790374
,Switzerland,2020-03-09,609.1026949793095,367.4067535550722-994.4313108549637,29.173475281574675,17.08867821036281-48.439906075357385,3.1461256667421797,1.599918573709698-6.084782984949876,2.020831137965694e-08,6.481617067757925e-12-3.26980942003103e-05,0.0051651809993207305,0.0016088779146889148-0.016561434775144386
,Switzerland,2020-03-10,752.2980565301353,457.27440839792104-1218.8122044561442,36.031808332130765,21.280625925520052-59.35751572843122,4.190096134578361,2.148345825142212-8.037750473932153,1.327595030875716e-07,6.03757063166058e-11-0.00015150074617219068,0.005569728777320742,0.001762655327283043-0.017577520907178536
,Switzerland,2020-03-11,929.1392914535421,569.1163822069003-1493.7776697469892,44.50154180350296,26.50039634117087-72.73346071817531,5.580483403494323,2.8847651086928483-10.61753709445538,8.721701347988389e-07,5.623945190100394e-10-0.0007019514943085674,0.006006078372559442,0.0019311877310238944-0.018656178993272085
,Switzerland,2020-03-12,1147.522406966127,708.301798749129-1830.7093634731384,54.960803819381795,32.999773408531894-89.12015164473237,7.4322367873688675,3.8736168122087036-14.025322116990168,5.729764923354899e-06,5.238656643682909e-09-0.0032523661581643814,0.006476768333455518,0.0021159103074995227-0.019801336297266343
,Switzerland,2020-03-13,1417.1914077662111,881.5094542648328-2243.538724659775,67.87620195058688,41.092104275517954-109.19356779526507,9.898447834510167,5.201430159848396-18.526851680211973,3.764197461767312e-05,4.8797636717211226e-08-0.015069254293709816,0.006984552531342384,0.0023184044485959005-0.021017189992208446
,Switzerland,2020-03-14,1750.1681608993679,1097.0460745894866-2749.3126134060285,83.82339481660416,51.1672905011101-133.7806174419372,13.183006079463553,6.984394645869168-24.473159402765244,0.0002472908176730166,4.545457950667182e-07-0.06982068077119327,0.007532422526009806,0.0025404148701796566-0.022308232962706762
,Switzerland,2020-03-15,2161.2808631022467,1365.241247937363-3368.8816301138954,103.51237726850403,63.71039651025984-163.89241561908648,17.557453621550977,9.378526612039668-32.327935397886314,0.0016245892805798333,4.23405504266066e-06-0.3235015351487123,0.00812363349960424,0.0027838694385123285-0.02367928411680213
,Switzerland,2020-03-16,2668.8129969291203,1698.9371422452473-4127.736312475824,127.81852265607967,79.324729921886-200.76468843341485,23.383431271339987,12.593320360365325-42.70367600267154,0.010672819733455205,3.94398590824491e-05-1.4988852272762125,0.008761734635677441,0.003050902336542866-0.025135524405709368
,Switzerland,2020-03-17,3295.2991321738764,2114.0951918603514-5057.020863111458,157.82063730333104,98.76044028765477-245.90672385021014,31.14257073324194,16.910077914798904-56.40942975680037,0.07011561572845719,0.00036737890001550724-6.944793402096341,0.009450605084430528,0.0033438813824459004-0.02668254011171629
,Switzerland,2020-03-18,4068.4991020206426,2630.5468192142703-6194.758922475859,194.84752630945968,122.94991216914107-301.16051733222054,41.47630190565004,22.70652060279839-74.51385680844078,0.46062790735390197,0.0034221028954423654-32.17697909793636,0.010194497003833822,0.003665440558213567-0.028326375438053466
,Switzerland,2020-03-19,5022.587947466771,3272.92103667992-7587.33097653021,240.53484494820006,153.05149940885747-368.771996401372,55.238862357828886,30.489834689057872-98.42850844593161,3.026113335613181,0.03187659403672436-149.0760847116864,0.010998087626457504,0.004018519131875448-0.030073597053773826
,Switzerland,2020-03-20,6199.605477331959,4071.788514192016-9291.247910681097,296.8943104070746,190.50346225007743-451.4764320745315,73.56788441759322,40.94104017872145-130.0178021231265,19.880006041868185,0.29692768983450113-690.4990565575491,0.011866542909316487,0.004406409189841568-0.03193137405588623
,Switzerland,2020-03-21,7651.216080861247,5065.069394266206-11375.269358718462,366.3976607620423,237.09032643229023-552.600324654903,97.97838300364575,54.97456068869129-171.74423489016388,130.59424864356978,2.7658519452960655-3194.627331843899,0.012805596125918974,0.004832813971702269-0.03390757786745883
,Switzerland,2020-03-22,9440.836055344074,6299.760657329967-13922.917817728281,452.0780457699802,295.02427586927485-676.1821338891905,130.48789218172095,73.81819875022173-226.86010125175338,857.5814661039528,25.763327644145978-14702.169710784507,0.013821645817888877,0.0053019201662045145-0.036010907968034404
,Switzerland,2020-03-23,11646.191286032763,7834.047839421827-17035.438395748813,557.6517715889115,367.04459925836466-827.1141270747139,173.78305623839415,99.12049979841242-299.66056458805446,5618.26771576898,239.95319440885118-66061.03630127285,0.014921878919060137,0.005818488347393977-0.03825105114627053
,Switzerland,2020-03-24,14362.371166026212,9739.874675915355-20835.24709138775,687.6634235523452,456.53859904680235-1011.3072198204222,231.44137744538517,133.0948726929061-395.81764000336074,36247.74021175619,2232.544593081608-268484.56554100197,0.016114426703638832,0.006387967088133112-0.04063888429510637
,Switzerland,2020-03-25,17705.442825670416,12106.05151340691-25469.894101869744,847.657238457014,567.6876728438388-1235.8798022669805,308.22632801763666,178.713029248203-522.8208239545922,213038.5662829421,20573.14442871914-792779.6026770518,0.017408563629414092,0.007016638095683471-0.043186733789757265
,Switzerland,2020-03-26,21816.679459813335,15041.98694131899-31116.537748551873,1044.3770084179896,705.6423824932724-1509.3699228549167,410.48000208678474,239.96458170333543-690.5581920855959,827041.7837221578,174246.5806195035-1370328.5517061222,0.018814962324715606,0.007711802117653758-0.04590870838936141
,Switzerland,2020-03-27,26867.43246685672,18682.123569690968-37986.87226153241,1285.9955029945297,876.7300581362421-1841.967492728314,546.6453755857128,322.2053555331923-912.0823389853045,1473464.208788733,879581.2831675542-1625987.6421662606,0.020346022131442845,0.00848201855932938-0.04882112761875881
,Switzerland,2020-03-28,33064.63161473821,23191.14282990975-46332.36981824273,1582.3720103486,1088.697571107177-2245.7589205238264,727.960652427626,432.6246106660769-1204.6192481389057,1672441.9112862933,1555576.1779661544-1694207.4986297796,0.02201629405431347,0.009337415987207649-0.05194307399915201
,Italy,2020-01-22,11.090508123561344,5.957346422706818-20.41532146405211,0.5545254061780672,0.2978673211353409-1.0207660732026056,0.18095214000454943,0.0814803789538418-0.39594279777300767,0.30919654538654073,0.11738648695884021-0.796342481956484,0.01631594675271224,0.0039911386699109696-0.06646294670121006
,Italy,2020-01-23,12.838867382689084,6.928246551607887-23.525359029398782,0.6419433691344543,0.34641232758039436-1.1762679514699392,0.21567967340438451,0.09763526242630016-0.4694288494737378,0.36653600208896353,0.14005175678154688-0.9379796982091538,0.01679896419018939,0.004150213491079517-0.06775579448234188
,Italy,2020-01-24,14.862845784798818,8.057379283702733-27.10917370399642,0.743142289239941,0.4028689641851367-1.355458685199821,0.25707196108888436,0.11699312876207059-0.5565537388463443,0.43450886730102384,0.1670932922405372-1.1048084616298335,0.017296281264776916,0.004315628725519713-0.06907379176900091
,Italy,2020-01-25,17.20589304438592,9.37053256556377-31.238939428552765,0.860294652219296,0.4685266282781886-1.5619469714276384,0.3064080731001109,0.1401890242629178-0.6598488017026487,0.5150870705484276,0.19935607336424813-1.3013093313491955,0.017808321387891474,0.0044876371230062745-0.07041742794081517
,Italy,2020-01-26,19.91830842519513,10.897697119317835-35.99782481521488,0.9959154212597565,0.5448848559658918-1.799891240760744,0.3652125528967909,0.1679839040486512-0.7823151836534101,0.6106082289333387,0.2378482309723086-1.532759776719226,0.018335520522155643,0.0046665015153263085-0.07178720192788592
,Italy,2020-01-27,23.058320511321256,12.67375138292595-41.4816679916807,1.1529160255660629,0.6336875691462975-2.074083399584035,0.43530252750687454,0.20128959563661694-0.9275110356278418,0.7238434626174949,0.2837725482210168-1.8053759152712614,0.01887832755612657,0.004852495219743485-0.07318362240223385
,Italy,2020-01-28,26.69333719018001,14.739258075826118-47.8009065659766,1.3346668595090005,0.7369629037913059-2.39004532829883,0.5188438588439536,0.24119871197722745-1.0996548926457093,0.8580777864393846,0.3385640445407079-2.126479460047527,0.019437204690720602,0.005045902458864791-0.07460720797400618
,Italy,2020-01-29,30.901392677495572,17.141390581057117-55.082801569140486,1.5450696338747787,0.8570695290528558-2.7541400784570245,0.6184180713242815,0.289020495259251-1.303748239403058,1.017205409859472,0.4039348163666152-2.504694360000582,0.02001262783779497,0.005247018797627233-0.0760584873927221
,Italy,2020-01-30,35.77282264310721,19.935010299307653-63.47400015004815,1.7886411321553606,0.9967505149653827-3.1737000075024078,0.7371021239194625,0.3463237673604736-1.5457208236812585,1.2058427099219784,0.4819275358205142-2.9501784146090135,0.02060508703138328,0.005456151598162841-0.07753799975387732
,Italy,2020-01-31,41.41220339134677,23.18391957764404-73.14348861419559,2.0706101695673387,1.1591959788822022-3.6571744307097798,0.8785634916850962,0.41498839595630216-1.8326029394969903,1.429462154619346,0.57497927903839-3.4748960831412585,0.021215086852120386,0.005673620493345757-0.07904629471127678
,Italy,2020-02-01,47.940596715907766,26.96231882462432-84.28599525334212,2.3970298357953883,1.348115941231216-4.214299762667106,1.047173494882508,0.49726696465902714-2.1727296854785454,1.6945510618197641,0.6859976786131207-4.09293981533594,0.02184314686544217,0.005899757879875179-0.08058393269551509
,Italy,2020-02-02,55.49814860793754,31.3565010855781-97.12591146320952,2.774907430396877,1.567825054278905-4.856295573160477,1.2481423776768326,0.595858670308136-2.575983132945787,2.008799799399245,0.8184517797162103-4.820908533365387,0.02248980207419602,0.006134909431803296-0.08215148513909187
,Italy,2020-02-03,64.24709758806195,36.46682277338244-111.92181007355552,3.2123548794030974,1.823341138669122-5.596090503677776,1.487680310474102,0.7139978716487981-3.054079439576273,2.3813248863083425,0.9764804389120808-5.678353429801202,0.0231556033863627,0.006379434635479497-0.08374953470872382
,Italy,2020-02-04,74.375257220789,42.409995554744306-128.97165182799264,3.71876286103945,2.120499777737215-6.448582591399632,1.7731892910192184,0.8555601942798414-3.6209092503548406,2.822933466775088,1.165021652838337-6.688303054120848,0.023841118098662326,0.006633707346951622-0.0853786755455054
,Italy,2020-02-05,86.10004754138632,49.32175172359438-148.61878479070444,4.305002377069316,2.4660875861797193-7.430939239535222,2.1134918741682047,1.02518967269177-4.292941275663762,3.346436830069623,1.389966857923796-7.877881789623515,0.02454693039690016,0.0068981163729438045-0.08703951351367187
,Italy,2020-02-06,99.67316189854657,57.35994391884442-171.25885740090393,4.983658094927328,2.8679971959422215-8.562942870045196,2.519103798274034,1.228451100342793-5.089700771849151,3.967022071047844,1.65834502258792-9.279038330635776,0.02527364187400949,0.007173066076618055-0.0887326664588498
,Italy,2020-02-07,115.38596934279826,66.70814995778312-197.34778426251364,5.127355098005459,2.6934641287547016-9.22544584399123,3.0025589325490314,1.472012585675921-6.034336825715216,4.702692673321181,1.9785422842904665-10.929403723918103,0.02602187206686091,0.0074589770094293925-0.09045876447681583
,Italy,2020-02-08,133.57576846195786,77.57986508466644-227.41092491335922,5.9356461338579525,3.135850964993381-10.62740395642802,3.5787965864992355,1.7638643028900745-7.154294924364729,5.574790796290385,2.3605639944664527-12.873302017541333,0.0267922590130445,0.007756286570498251-0.09221845019396362
,Italy,2020-02-09,154.633026817907,90.22337733915276-262.0536601875856,6.8713566886760535,3.6508742147383426-12.242388357159983,4.26562314952052,2.1135806136486273-8.482114350561439,6.608616417424838,2.816347359491055-15.162940658591111,0.027585459828990088,0.00806544969505736-0.0940123790608822
,Italy,2020-02-10,179.00976126323837,104.92743733632538-301.9735788531068,7.954572641902162,4.250456445556513-14.102763521395586,5.084262325540264,2.532634158689559-10.056373570182734,7.834161290810319,3.3601344467751515-17.85981260788578,0.028402151310976433,0.008386939573682185-0.09584121966067749
,Italy,2020-02-11,207.22923886239556,122.02785187375675-347.97451953154115,9.208545917553716,4.948476568121775-16.245809951010994,6.060010965144464,3.034772223163571-11.922811077685308,9.286979013613674,4.008917211289515-21.03634782501367,0.02924303056080052,0.008721248404190965-0.09770565403396585
,Italy,2020-02-12,239.89720643064356,141.91515185356025-400.9827501339697,10.660193462023178,5.761090733169012-18.714470647189486,7.223020760524404,3.636467722394204-14.135654262686227,11.009216440318081,4.782968448186326-24.777858472988527,0.030108815638137262,0.009068888178305047-0.09960637802278195
,Italy,2020-02-13,277.71488943757305,165.04350950742136-462.06560991045285,12.340674838003874,6.70710584149629-21.558210861647865,8.609229957613525,4.357459602636195-16.75919490379182,13.05083636486258,5.706475262037121-29.184830078367845,0.031000246241924226,0.009430391505398247-0.10154410163604903
,Italy,2020-02-14,321.494038895408,191.94110839649153-532.4529885630061,14.286060812615041,7.8084142876692155-24.83400829599495,10.261473875105477,5.221400384598543-19.869657060163334,15.471066938894314,6.808294846416766-34.375620171380255,0.03191808442346843,0.009806312475943001-0.10351954943970997
,Italy,2020-02-15,372.1743486697277,223.22220277179022-613.5620736849553,16.538107263919045,9.090499969022174-28.607493514680428,12.23080854483724,6.25663209220548-23.557411625005912,18.340119871079956,8.122856189202533-40.489636870638066,0.032863115334396724,0.010197227567586035-0.10553346097515971
,Italy,2020-02-16,430.8436163391512,259.60114137465104-707.0258631822858,19.14515098116217,10.583027232937164-32.954263323318905,14.578088372940355,7.497116020571303-27.929601874793374,21.741227248503,9.691235878412234-47.69108276178576,0.03383614801307578,0.01060373659716942-0.10758659121026724
,Italy,2020-02-17,498.7610793621955,301.90867550172527-814.7260145870831,22.1631465377129,12.320526344689387-37.96139329895728,17.375846569594444,8.983546843590004-33.113256285878705,25.77305606259829,11.562441623099726-56.1733645944348,0.03483801621372359,0.011026463722461369-0.10967971102801079
,Italy,2020-02-18,577.3844261195887,351.11092316597524-938.8306897590151,25.656866426576343,14.343191278895667-43.72917960854766,20.710536449546563,10.76468760839296-39.2589790426585,30.552570476715175,13.79494359367589-66.16428719373978,0.035869579283139455,0.011466058497891785-0.11181360775865185
,Italy,2020-02-19,668.401059813861,408.33142162678297-1081.8381530707286,29.701290129653604,16.6978082202997-50.37314479249699,24.68520285465155,12.898969409507401-46.54532543930083,36.21842485772817,16.458501428724766-77.93217103088796,0.03693172309081315,0.011923196989211833-0.11398908576240674
,Italy,2020-02-20,773.7642838671625,474.8767707989397-1246.6269957119412,34.383211816288814,19.43883616287767-58.02634740852774,29.422666237784505,15.456408217454198-55.183989266920776,42.93498598638959,19.63634399275197-91.79305768438208,0.038025361019164976,0.012398582952735703-0.11620696707080116
,Italy,2020-02-21,895.7351822542138,552.266451658592-1436.5139904238404,39.80310101778336,22.629664488002273-66.84204142626469,35.069317784797754,18.520901739426055-65.42595285681467,50.89710110623142,23.42776998979024-108.11919661493415,0.039151435021835414,0.012892949085697037-0.11846809209635031
,Italy,2020-02-22,1036.9310893157076,642.2674985711649-1655.320732299739,46.07725599864547,26.344076461418332-76.99673814784704,41.79964282656933,22.1929816546609-77.56877840150177,60.33575009718603,27.951250685499865-127.34904105214841,0.04031091675933238,0.013407058355288142-0.1207733204218911
,Italy,2020-02-23,1200.3816835195623,746.9348145869261-1907.4503951174866,53.34029575288023,30.667952306248413-88.69373133277644,49.821612289093565,26.593111502794486-91.965252308864,71.52474569382348,33.34813167579294-149.9990212701533,0.04150480882298604,0.013941705415178843-0.1231235316829128
,Italy,2020-02-24,1389.5939012443193,868.6580466318246-2197.976132253936,61.74804372132062,35.70125099069588-102.16715527180146,59.38310874000932,31.865638399399735-109.03363362032995,84.78867605107453,39.78704935267708-176.67741119352434,0.04273414606010748,0.014497718119769938-0.1255196265585774
,Italy,2020-02-25,1608.6270532424337,1010.2160859935253-2532.7428802575573,71.48086459895977,41.56031623651435-117.68665594971594,70.77958554180466,38.18352819557845-129.26980407877176,100.51231997144997,47.46920004192236-208.10066039660938,0.04399999701555286,0.015075959148168852-0.12796252788989965
,Italy,2020-02-26,1862.1797417692699,1174.8404318327414-2918.484585792815,82.74752514534373,48.3805596485173-135.56276734652099,84.36319570024986,45.754039390443396-153.26167261234505,119.15180778826885,56.634626418783164-245.11262963525976,0.04530346550762914,0.015677327751934717-0.13045318194680966
,Italy,2020-02-27,2155.6904247403354,1366.28885540653-3362.959177622217,95.7896609154846,56.31958244879433-156.15309855957867,100.55367237478535,54.825521888212286-181.7062524019149,141.24785148253017,67.56971757799673-288.70724583972077,0.04664569235951289,0.01630276164308861-0.1329925598696693
,Italy,2020-02-28,2495.4537596107803,1588.9310346142477-3875.103949842073,110.88694350866035,65.56080725883373-179.869453020225,119.85129709325979,65.6955635734996-215.42990621057538,167.44142755729953,80.61615703315786-340.05518406956435,0.04802785731119024,0.016953239041800926-0.13558165931529956
